cell_index,scraw_reconstruction_weight,cell_id
0,0.8805757761001587,W31105
1,0.8005107641220093,W31106
2,0.9162594079971313,W31107
3,1.5644587278366089,W31108
4,0.7156978845596313,W31109
5,1.3745357990264893,W31110
6,0.8800175786018372,W31111
7,1.6441582441329956,W31113
8,1.6707574129104614,W31114
9,0.7262600660324097,W31115
10,0.711112380027771,W31116
11,1.1597810983657837,W31117
12,0.717006504535675,W31118
13,0.6713036894798279,W31119
14,0.807770848274231,W31120
15,1.0759141445159912,W31121
16,0.963287353515625,W31122
17,0.7634353041648865,W31123
18,1.126794695854187,W31124
19,1.9605720043182373,W31125
20,1.0085171461105347,W31126
21,1.5671664476394653,W31127
22,1.6114331483840942,W31128
23,0.8577512502670288,W31129
24,0.9068087339401245,W31130
25,0.9590838551521301,W31131
26,0.7272450923919678,W31132
27,0.8844754695892334,W31133
28,1.4518486261367798,W31134
29,0.7977144122123718,W31136
30,0.6668222546577454,W31137
31,1.1589863300323486,W31138
32,0.6649419665336609,W31139
33,1.1316967010498047,W31140
34,0.7035702466964722,W31141
35,1.9677064418792725,W31142
36,1.1399610042572021,W31143
37,0.9297738075256348,W31144
38,0.9748445749282837,W31145
39,0.6255022883415222,W31146
40,0.8573838472366333,W31147
41,0.7460975646972656,W31148
42,2.5955238342285156,W31149
43,0.9324617981910706,W31150
44,0.9651069641113281,W31151
45,0.8218165636062622,W31152
46,1.0422184467315674,W31153
47,0.7487584352493286,W31154
48,2.1452016830444336,W31155
49,0.8586075305938721,W31156
50,1.0685791969299316,W31157
51,0.8255376219749451,W31158
52,1.2698137760162354,W31159
53,1.4315457344055176,W31160
54,1.046425461769104,W31161
55,0.5994926691055298,W31162
56,0.6394763588905334,W31163
57,0.5930439829826355,W31164
58,0.862958550453186,W31165
59,0.6298144459724426,W31166
60,0.9349174499511719,W31167
61,1.566347360610962,W31168
62,0.8329395651817322,W31169
63,1.0044667720794678,W31170
64,0.9454752206802368,W31171
65,2.4089062213897705,W31172
66,1.2213103771209717,W31173
67,0.8355689644813538,W31174
68,1.0220476388931274,W31175
69,1.6988599300384521,W31176
70,0.6151979565620422,W31177
71,0.6196181774139404,W31178
72,0.9435657262802124,W31179
73,0.6023454070091248,W31180
74,0.6393954753875732,W31181
75,0.820305347442627,W31182
76,0.6048137545585632,W31183
77,0.821348249912262,W31184
78,0.590248167514801,W31185
79,1.035654067993164,W31186
80,0.6535032391548157,W31187
81,0.7239184379577637,W31188
82,0.7995785474777222,W31189
83,0.5738287568092346,W31190
84,1.002310037612915,W31191
85,1.0300674438476562,W31192
86,0.608435869216919,W31193
87,1.3392736911773682,W31194
88,0.817608118057251,W31195
89,1.4839122295379639,W31196
90,1.0880248546600342,W31197
91,0.5718743801116943,W31198
92,1.8390610218048096,W31199
93,1.0184879302978516,W31200
94,0.8508400917053223,W31201
95,0.7511257529258728,W31202
96,0.7391790151596069,W31203
97,1.0126006603240967,W31204
98,0.6533200740814209,W31205
99,0.7401643991470337,W31206
100,0.6926850080490112,W31207
101,1.6269662380218506,W31209
102,0.8451710939407349,W31210
103,1.1771204471588135,W31211
104,0.5396299362182617,W31212
105,0.7442629337310791,W31213
106,0.9684303998947144,W31214
107,0.5641230940818787,W31215
108,0.6545574069023132,W31217
109,0.713670015335083,W31218
110,1.510550618171692,W31219
111,0.717012882232666,W31220
112,1.2619071006774902,W31221
113,0.8236329555511475,W31222
114,1.5805095434188843,W31223
115,1.2580124139785767,W31224
116,1.0503591299057007,W31225
117,1.0793485641479492,W31226
118,2.630985975265503,W31227
119,3.4357717037200928,W31228
120,1.1517884731292725,W31229
121,0.725058913230896,W31230
122,1.5521152019500732,W31231
123,0.6728973984718323,W31232
124,1.5808653831481934,W31233
125,0.7780030965805054,W31234
126,1.0557184219360352,W31236
127,0.7241411805152893,W31237
128,0.8500366806983948,W31238
129,0.5969794392585754,W31239
130,0.8490689396858215,W31240
131,1.2695428133010864,W31241
132,0.9316227436065674,W31242
133,0.7853730320930481,W31243
134,1.2529267072677612,W31244
135,1.0233471393585205,W31245
136,1.0382206439971924,W31246
