cell_index,umap_1,umap_2,predicted_label,cell_id,true_label,aligned_predicted_label,batch,scraw_reconstruction_weight
0,4.23586368560791,3.1105053424835205,5,human2_lib1.final_cell_0001-1,delta,delta,single_batch,0.9726421236991882
1,4.582710266113281,4.1004252433776855,5,human2_lib1.final_cell_0002-1,delta,delta,single_batch,0.5068495869636536
2,-3.4519906044006348,7.407059192657471,3,human2_lib1.final_cell_0003-1,alpha,alpha,single_batch,0.40913334488868713
3,5.032461643218994,4.159403324127197,5,human2_lib1.final_cell_0004-1,delta,delta,single_batch,0.5428644418716431
4,5.146934986114502,4.298558235168457,5,human2_lib1.final_cell_0005-1,delta,delta,single_batch,0.5673997402191162
5,5.170986175537109,4.296656608581543,5,human2_lib1.final_cell_0006-1,delta,delta,single_batch,0.5436761379241943
6,4.661435604095459,4.196639537811279,5,human2_lib1.final_cell_0007-1,delta,delta,single_batch,0.4329541027545929
7,5.152766227722168,3.2851762771606445,5,human2_lib1.final_cell_0008-1,delta,delta,single_batch,0.4134233295917511
8,-15.127142906188965,4.598483562469482,9,human2_lib1.final_cell_0009-1,activated_stellate,activated_stellate,single_batch,2.180788278579712
9,-10.12698745727539,13.678548812866211,1,human2_lib1.final_cell_0010-1,ductal,acinar,single_batch,2.1023077964782715
10,4.311698913574219,3.1627018451690674,5,human2_lib1.final_cell_0011-1,delta,delta,single_batch,0.43357226252555847
11,5.121762275695801,2.2874364852905273,5,human2_lib1.final_cell_0012-1,delta,delta,single_batch,0.4770767092704773
12,-3.3665647506713867,7.399762153625488,3,human2_lib1.final_cell_0013-1,alpha,alpha,single_batch,0.3845422863960266
13,4.487478733062744,2.77895450592041,5,human2_lib1.final_cell_0014-1,delta,delta,single_batch,0.536969780921936
14,-5.478693008422852,8.276507377624512,3,human2_lib1.final_cell_0015-1,alpha,alpha,single_batch,0.3845422863960266
15,-3.0701467990875244,8.051644325256348,3,human2_lib1.final_cell_0016-1,alpha,alpha,single_batch,0.3845422863960266
16,15.559513092041016,6.451207160949707,7,human2_lib1.final_cell_0017-1,beta,beta,single_batch,0.5321716666221619
17,-2.173943042755127,-6.766455173492432,0,human2_lib1.final_cell_0018-1,ductal,ductal,single_batch,1.989061713218689
18,-5.585075378417969,8.25556468963623,3,human2_lib1.final_cell_0019-1,alpha,alpha,single_batch,0.3845422863960266
19,-2.083099365234375,8.27497673034668,3,human2_lib1.final_cell_0020-1,alpha,alpha,single_batch,0.3845422863960266
20,-3.683708667755127,0.4434982240200043,1,human2_lib1.final_cell_0021-1,ductal,acinar,single_batch,2.206242084503174
21,-3.5649242401123047,7.721711158752441,3,human2_lib1.final_cell_0022-1,alpha,alpha,single_batch,0.3845422863960266
22,-1.8361120223999023,8.862930297851562,3,human2_lib1.final_cell_0023-1,alpha,alpha,single_batch,0.6169363856315613
23,5.268101692199707,2.659966468811035,5,human2_lib1.final_cell_0024-1,delta,delta,single_batch,0.6944538950920105
24,-3.756460189819336,0.4794222116470337,1,human2_lib1.final_cell_0025-1,ductal,acinar,single_batch,2.2235419750213623
25,-2.9536375999450684,7.474872589111328,3,human2_lib1.final_cell_0026-1,alpha,alpha,single_batch,0.3845422863960266
26,5.192957401275635,2.2236239910125732,5,human2_lib1.final_cell_0027-1,delta,delta,single_batch,0.506248414516449
27,-0.9405603408813477,-7.87708854675293,0,human2_lib1.final_cell_0028-1,ductal,ductal,single_batch,1.6872477531433105
28,-2.3862149715423584,-6.118717193603516,0,human2_lib1.final_cell_0029-1,ductal,ductal,single_batch,1.989061713218689
29,-9.218703269958496,12.500950813293457,1,human2_lib1.final_cell_0030-1,ductal,acinar,single_batch,2.2235419750213623
30,-13.862552642822266,1.3917694091796875,11,human2_lib1.final_cell_0031-1,activated_stellate,t_cell,single_batch,2.2938098907470703
