hdbscan_final,leiden_target14_final,true_label
0,9,acinar
0,9,acinar
0,9,acinar
0,9,acinar
0,9,acinar
0,9,acinar
7,0,beta
0,9,acinar
0,9,acinar
0,9,acinar
0,9,acinar
0,9,acinar
8,2,delta
8,2,delta
7,8,beta
3,11,activated_stellate
7,1,beta
0,9,acinar
4,5,ductal
7,0,beta
7,1,beta
9,3,alpha
4,5,ductal
7,0,beta
8,2,delta
9,3,alpha
7,0,beta
0,9,acinar
0,9,acinar
7,1,beta
8,2,delta
8,2,delta
8,2,delta
8,2,delta
7,0,beta
0,9,acinar
7,0,beta
7,1,beta
7,0,beta
8,2,delta
3,11,activated_stellate
7,0,beta
8,2,delta
3,11,activated_stellate
3,11,activated_stellate
3,11,activated_stellate
0,9,acinar
3,11,activated_stellate
8,2,delta
7,8,beta
8,2,delta
7,0,beta
0,9,acinar
7,8,beta
7,1,beta
3,11,activated_stellate
7,0,beta
7,0,beta
7,7,beta
7,0,beta
4,5,ductal
9,12,alpha
7,0,beta
4,5,ductal
4,5,ductal
0,9,acinar
9,3,alpha
7,0,beta
8,2,delta
9,3,alpha
7,0,beta
7,0,beta
7,1,beta
8,2,delta
7,0,beta
7,8,beta
8,2,delta
7,7,beta
7,8,beta
7,8,beta
7,1,beta
7,1,beta
7,0,beta
0,9,acinar
3,11,activated_stellate
8,2,delta
8,2,delta
7,0,beta
7,0,beta
7,0,beta
7,7,beta
7,1,beta
7,1,beta
7,0,beta
7,1,beta
7,8,beta
7,0,beta
8,2,delta
8,6,delta
7,0,beta
8,2,delta
9,3,alpha
9,12,alpha
8,2,delta
7,0,beta
7,1,beta
7,0,beta
7,0,beta
0,9,acinar
8,2,delta
7,0,beta
7,0,beta
8,2,delta
7,0,beta
7,1,beta
7,1,beta
8,2,delta
7,8,beta
8,2,delta
7,0,beta
7,8,beta
7,7,beta
8,2,epsilon
7,1,beta
7,1,beta
7,0,beta
9,3,delta
7,7,beta
8,2,delta
7,8,beta
9,3,alpha
9,3,alpha
7,1,beta
0,9,acinar
9,3,alpha
7,1,beta
7,0,beta
9,12,alpha
7,0,beta
8,2,delta
7,8,beta
7,8,beta
7,0,beta
7,7,beta
7,0,beta
8,2,delta
7,8,beta
4,5,ductal
4,5,ductal
7,0,beta
7,0,beta
7,0,beta
7,0,beta
8,2,delta
7,1,beta
3,11,activated_stellate
7,0,beta
7,0,beta
9,12,alpha
7,1,beta
9,3,alpha
7,0,beta
8,6,gamma
7,0,beta
7,7,beta
7,0,beta
7,0,beta
7,0,beta
7,8,beta
7,1,beta
0,9,acinar
7,1,beta
0,9,acinar
7,1,beta
7,0,beta
7,1,beta
0,9,acinar
8,2,delta
7,1,beta
8,2,delta
7,0,beta
0,9,acinar
9,12,alpha
7,1,beta
9,3,alpha
7,1,beta
9,12,alpha
1,4,endothelial
7,0,beta
7,1,beta
9,12,alpha
8,2,delta
7,1,beta
7,0,beta
8,2,delta
7,8,beta
8,6,gamma
9,12,alpha
7,0,beta
7,0,beta
8,2,delta
9,3,alpha
4,5,ductal
7,8,beta
9,3,alpha
7,8,beta
4,5,ductal
9,12,alpha
4,5,ductal
7,7,beta
7,0,beta
9,3,alpha
8,2,beta
7,7,beta
6,10,quiescent_stellate
4,5,ductal
4,5,ductal
6,10,endothelial
3,11,activated_stellate
7,0,beta
8,2,delta
8,6,gamma
7,1,beta
7,8,beta
7,8,beta
9,12,alpha
7,0,beta
7,0,beta
8,2,delta
4,5,ductal
7,0,beta
8,2,delta
8,2,delta
7,0,beta
8,2,delta
7,7,beta
3,11,activated_stellate
7,1,beta
7,0,beta
8,2,delta
7,0,beta
6,10,quiescent_stellate
7,0,beta
0,9,acinar
9,3,alpha
8,2,delta
7,1,beta
9,3,alpha
8,2,beta
1,4,endothelial
8,2,delta
8,2,delta
7,1,beta
7,8,beta
8,2,delta
8,6,gamma
9,3,alpha
7,0,beta
7,0,beta
7,0,beta
4,5,ductal
8,2,delta
9,12,alpha
7,0,beta
8,6,gamma
7,1,beta
7,7,beta
7,0,beta
6,10,quiescent_stellate
9,3,alpha
8,2,delta
8,6,alpha
1,4,endothelial
9,3,alpha
8,2,delta
7,1,beta
8,6,gamma
4,5,ductal
9,3,alpha
8,6,alpha
8,2,delta
7,7,beta
7,0,beta
4,5,ductal
9,3,alpha
7,0,beta
8,2,delta
2,13,macrophage
1,4,endothelial
7,1,beta
7,1,beta
7,0,beta
7,0,beta
7,0,beta
7,1,beta
7,1,beta
7,0,beta
7,7,beta
7,0,beta
7,7,beta
8,6,gamma
3,11,endothelial
7,0,beta
7,8,beta
7,0,beta
8,2,delta
7,0,beta
8,6,gamma
8,2,epsilon
8,2,delta
7,0,beta
7,0,beta
8,6,gamma
7,1,beta
9,12,beta
7,0,beta
7,8,beta
7,0,beta
1,4,endothelial
7,0,beta
8,2,delta
9,3,alpha
8,6,epsilon
9,12,alpha
6,10,quiescent_stellate
8,6,alpha
9,12,alpha
7,8,beta
7,7,beta
4,5,ductal
7,7,beta
9,3,alpha
7,1,beta
9,12,alpha
7,7,beta
7,1,beta
8,2,delta
8,2,delta
7,7,beta
7,1,beta
7,1,beta
4,5,ductal
0,9,acinar
7,1,beta
8,6,alpha
7,1,beta
7,1,beta
9,3,alpha
7,0,beta
6,10,quiescent_stellate
7,0,beta
8,6,gamma
7,0,beta
8,6,gamma
1,4,endothelial
7,0,beta
9,3,alpha
3,11,schwann
7,1,beta
6,10,quiescent_stellate
1,4,endothelial
8,6,gamma
7,1,beta
7,0,beta
9,3,alpha
9,3,alpha
8,6,gamma
7,0,beta
7,0,beta
8,2,delta
0,9,acinar
0,9,acinar
8,6,gamma
4,5,ductal
4,5,ductal
1,4,endothelial
8,2,delta
7,1,beta
7,0,beta
1,4,endothelial
9,12,alpha
0,9,acinar
1,4,endothelial
1,4,endothelial
9,12,alpha
7,1,beta
7,8,beta
8,6,gamma
7,0,beta
8,6,alpha
7,0,beta
7,1,beta
7,0,beta
7,1,beta
7,1,beta
8,2,delta
7,1,beta
6,10,quiescent_stellate
3,11,activated_stellate
7,0,beta
10,12,alpha
7,1,beta
8,6,gamma
6,10,quiescent_stellate
7,0,beta
9,3,alpha
6,10,quiescent_stellate
1,4,endothelial
7,0,beta
4,5,ductal
1,4,endothelial
4,5,ductal
0,9,acinar
9,3,alpha
8,2,delta
8,2,beta
2,13,macrophage
4,5,ductal
1,4,endothelial
1,4,endothelial
8,2,gamma
1,4,endothelial
1,4,endothelial
7,1,beta
7,1,beta
8,6,gamma
8,6,beta
5,13,mast
7,0,beta
1,4,endothelial
8,6,gamma
6,10,quiescent_stellate
9,3,alpha
7,1,beta
8,6,alpha
0,9,acinar
4,5,ductal
7,8,beta
7,0,beta
4,5,ductal
7,0,beta
7,0,beta
4,5,ductal
0,9,acinar
1,4,endothelial
7,7,beta
8,2,beta
7,0,beta
4,5,ductal
3,11,activated_stellate
7,1,beta
6,10,quiescent_stellate
0,9,acinar
8,6,gamma
6,10,quiescent_stellate
1,4,endothelial
1,4,endothelial
9,3,alpha
6,10,quiescent_stellate
8,6,beta
0,9,acinar
7,8,beta
1,4,endothelial
1,4,endothelial
7,1,beta
0,9,acinar
8,2,delta
7,0,beta
7,0,beta
7,0,beta
7,8,beta
7,0,beta
7,1,beta
7,8,beta
7,1,beta
8,6,gamma
4,5,ductal
7,1,beta
8,6,gamma
7,0,beta
8,2,delta
7,0,beta
7,0,beta
8,2,gamma
6,10,quiescent_stellate
8,2,delta
7,7,beta
8,2,delta
6,10,quiescent_stellate
8,2,delta
7,8,beta
8,6,alpha
8,2,delta
9,3,alpha
6,10,quiescent_stellate
6,10,quiescent_stellate
7,1,beta
1,4,endothelial
1,4,endothelial
3,11,activated_stellate
7,7,beta
9,3,alpha
8,2,delta
7,0,beta
1,4,endothelial
8,6,alpha
6,10,quiescent_stellate
8,6,beta
1,4,endothelial
3,11,activated_stellate
8,2,gamma
7,1,beta
6,10,quiescent_stellate
7,0,beta
1,4,endothelial
8,6,gamma
7,7,beta
7,0,beta
8,6,alpha
1,4,endothelial
8,2,gamma
7,0,beta
7,1,beta
7,0,beta
8,2,beta
1,4,endothelial
5,13,mast
7,1,beta
7,0,beta
1,4,endothelial
7,0,beta
1,4,endothelial
7,7,beta
1,4,endothelial
7,1,beta
6,10,quiescent_stellate
1,4,endothelial
1,4,endothelial
7,1,beta
1,4,endothelial
6,10,quiescent_stellate
7,1,beta
9,3,alpha
4,5,ductal
1,4,endothelial
7,8,beta
7,1,beta
1,4,endothelial
7,7,beta
7,0,beta
7,7,beta
1,4,endothelial
2,13,macrophage
1,4,endothelial
4,5,ductal
7,0,beta
4,5,ductal
1,4,endothelial
6,10,quiescent_stellate
7,1,beta
1,4,endothelial
1,4,endothelial
7,1,beta
1,4,endothelial
1,4,endothelial
9,3,alpha
4,5,ductal
7,0,beta
0,9,delta
8,2,delta
8,2,delta
0,9,acinar
0,9,acinar
0,9,acinar
0,9,acinar
8,6,delta
0,9,acinar
4,5,ductal
9,3,alpha
8,2,delta
8,2,delta
8,2,delta
8,2,delta
0,9,acinar
7,0,beta
0,9,acinar
1,4,endothelial
8,2,delta
7,0,beta
8,2,delta
8,6,alpha
4,5,ductal
8,2,delta
8,2,delta
7,0,beta
8,2,delta
7,1,beta
7,0,beta
8,2,delta
8,6,gamma
7,0,beta
8,2,delta
7,0,beta
8,2,delta
7,0,beta
9,3,alpha
7,1,beta
8,2,delta
8,2,delta
7,0,beta
8,2,delta
8,2,delta
4,5,ductal
7,8,beta
8,2,delta
8,2,delta
9,3,alpha
7,0,beta
9,3,alpha
9,3,alpha
7,1,beta
0,9,acinar
7,1,beta
7,8,beta
7,0,beta
8,2,delta
3,11,activated_stellate
7,7,beta
7,0,beta
7,0,beta
8,2,delta
7,1,beta
9,3,alpha
4,5,ductal
0,9,acinar
8,2,delta
7,8,beta
7,1,beta
7,1,beta
0,9,acinar
7,8,beta
8,2,delta
7,0,beta
7,7,beta
7,1,beta
8,2,delta
8,6,delta
7,7,beta
8,2,delta
7,1,beta
7,8,beta
7,1,beta
7,0,beta
7,0,beta
7,1,beta
0,9,acinar
7,8,beta
7,8,beta
7,0,beta
9,3,alpha
1,4,endothelial
7,0,beta
8,2,delta
7,0,beta
8,2,delta
7,0,beta
8,2,delta
7,0,beta
7,1,beta
8,2,delta
4,5,ductal
7,1,beta
7,7,beta
4,5,ductal
7,8,beta
7,8,beta
7,1,beta
7,0,beta
0,9,acinar
0,9,acinar
7,1,beta
9,3,alpha
7,8,beta
8,2,delta
7,1,beta
7,1,beta
7,1,beta
7,8,beta
7,0,beta
4,5,ductal
7,0,beta
0,9,acinar
7,0,beta
0,9,acinar
7,1,beta
4,5,ductal
7,0,beta
3,11,activated_stellate
8,6,alpha
7,0,beta
8,2,delta
8,2,delta
7,0,beta
7,7,beta
7,0,beta
7,0,beta
0,9,acinar
7,0,beta
7,0,beta
7,0,beta
8,2,delta
7,1,beta
4,5,ductal
7,1,beta
7,8,beta
4,5,ductal
2,13,macrophage
7,7,beta
8,2,delta
7,0,beta
7,7,beta
7,1,beta
7,0,beta
7,0,beta
3,11,activated_stellate
7,1,beta
7,0,beta
4,5,ductal
7,0,beta
7,1,beta
7,0,beta
7,8,beta
7,1,beta
8,2,delta
7,1,beta
7,0,beta
8,2,delta
7,1,beta
7,1,beta
7,1,beta
7,7,beta
9,3,alpha
7,0,beta
7,0,beta
0,9,acinar
7,7,beta
7,8,beta
7,0,beta
7,1,beta
4,5,ductal
7,0,beta
8,2,delta
7,1,beta
9,3,alpha
7,0,beta
7,7,beta
7,1,beta
7,1,beta
8,2,delta
7,7,beta
7,7,beta
8,2,delta
7,1,beta
7,1,beta
7,0,beta
7,0,beta
7,0,beta
7,0,beta
7,0,beta
8,6,gamma
7,7,beta
7,1,beta
8,2,delta
4,5,ductal
7,1,beta
7,8,beta
7,0,beta
8,2,delta
7,0,beta
4,5,ductal
7,1,beta
7,8,beta
7,1,beta
7,1,beta
4,5,ductal
3,11,activated_stellate
7,1,beta
9,12,alpha
7,0,beta
7,0,beta
3,11,activated_stellate
9,3,alpha
0,9,acinar
8,6,gamma
7,0,beta
7,0,beta
7,0,beta
8,2,delta
9,3,alpha
1,4,endothelial
8,6,gamma
7,1,beta
9,12,alpha
7,1,beta
7,8,beta
7,0,beta
8,2,beta
7,7,beta
1,4,endothelial
7,0,beta
8,2,delta
7,0,beta
9,3,alpha
7,1,beta
9,3,alpha
9,3,alpha
8,2,delta
9,12,alpha
4,5,ductal
7,1,beta
9,3,alpha
1,4,endothelial
7,1,beta
7,1,beta
4,5,ductal
8,2,delta
7,7,beta
7,0,beta
9,3,alpha
9,3,alpha
8,2,delta
8,6,gamma
9,12,alpha
7,1,beta
9,3,alpha
4,5,ductal
7,1,beta
8,2,gamma
7,1,beta
3,11,schwann
8,2,delta
7,8,beta
9,12,alpha
8,2,delta
7,7,beta
0,9,acinar
7,8,beta
7,0,beta
7,0,beta
7,0,beta
7,7,beta
9,3,alpha
7,0,beta
7,0,beta
2,13,macrophage
8,6,gamma
7,8,beta
7,0,beta
9,3,alpha
0,9,acinar
1,4,endothelial
8,6,alpha
7,1,beta
9,12,alpha
9,3,alpha
8,6,alpha
7,1,beta
7,0,beta
9,3,alpha
8,6,alpha
2,13,macrophage
8,6,alpha
7,7,beta
7,1,beta
7,7,beta
9,3,alpha
3,11,activated_stellate
8,2,delta
9,12,alpha
9,3,alpha
1,4,endothelial
7,1,beta
8,2,delta
7,8,beta
7,0,beta
7,7,beta
4,5,ductal
7,1,beta
4,5,ductal
7,0,beta
7,7,beta
3,11,activated_stellate
7,0,beta
4,5,ductal
7,0,beta
7,0,beta
8,2,delta
4,5,ductal
9,3,alpha
4,5,ductal
7,1,beta
8,6,gamma
4,5,ductal
7,0,beta
8,2,gamma
8,2,delta
9,3,alpha
8,6,gamma
9,3,alpha
7,1,beta
2,13,macrophage
7,7,beta
7,0,beta
6,10,quiescent_stellate
8,2,delta
7,1,beta
9,3,alpha
7,0,beta
9,3,alpha
7,7,beta
7,1,beta
8,6,gamma
9,3,alpha
7,1,beta
7,8,beta
7,1,beta
7,0,beta
2,13,macrophage
7,0,beta
8,2,delta
7,1,beta
8,6,gamma
9,3,epsilon
8,2,delta
9,3,alpha
7,1,beta
7,0,beta
8,2,delta
9,3,alpha
1,4,endothelial
7,8,beta
3,11,activated_stellate
0,9,acinar
8,2,beta
0,9,acinar
9,12,alpha
8,6,gamma
2,13,macrophage
7,0,beta
7,0,beta
0,9,acinar
7,0,beta
7,8,beta
9,3,alpha
8,2,delta
7,8,beta
4,5,ductal
9,12,alpha
7,1,beta
8,2,delta
7,0,beta
7,0,beta
