cell_index,scraw_reconstruction_weight,cell_id
0,0.6494241952896118,D28-1_1
1,3.003685235977173,D28-1_2
2,0.5298840403556824,D28-1_3
3,0.6620426177978516,D28-1_4
4,1.6824908256530762,D28-1_5
5,1.2725534439086914,D28-1_13
6,0.39545971155166626,D28-1_15
7,0.4566443860530853,D28-1_17
8,3.1751623153686523,D28-1_26
9,0.514042317867279,D28-1_29
10,0.4074995517730713,D28-1_30
11,0.7272436022758484,D28-1_37
12,2.0057294368743896,D28-1_38
13,1.3995367288589478,D28-1_39
14,0.43841928243637085,D28-1_40
15,0.5226076245307922,D28-1_41
16,0.8658207058906555,D28-1_43
17,1.1808364391326904,D28-1_49
18,0.7802754044532776,D28-1_50
19,0.49204447865486145,D28-1_51
20,1.2164303064346313,D28-1_52
21,0.8145917654037476,D28-1_55
22,0.5729418992996216,D28-1_61
23,0.7094916105270386,D28-1_62
24,0.6299980282783508,D28-1_63
25,3.993431806564331,D28-1_64
26,1.060258388519287,D28-1_65
27,1.09060537815094,D28-1_66
28,1.0012229681015015,D28-1_67
29,0.908564031124115,D28-1_68
30,2.0734949111938477,D28-1_73
31,1.179995059967041,D28-1_74
32,0.5351074934005737,D28-1_75
33,1.327330231666565,D28-1_76
34,1.1410020589828491,D28-1_77
35,1.7229208946228027,D28-1_80
36,1.991258144378662,D28-1_85
37,0.7984583377838135,D28-1_86
38,1.2323262691497803,D28-1_87
39,0.4558131694793701,D28-1_88
40,0.5241708755493164,D28-1_89
41,0.7589362859725952,D28-1_90
42,1.3670551776885986,D28-1_91
43,0.6976556181907654,D28-2_1
44,0.4379565119743347,D28-2_2
45,0.8923299908638,D28-2_4
46,0.582045316696167,D28-2_5
47,1.132805585861206,D28-2_13
48,0.6171340942382812,D28-2_15
49,1.2933390140533447,D28-2_16
50,1.1076862812042236,D28-2_17
51,1.1412413120269775,D28-2_18
52,0.9787805080413818,D28-2_26
53,0.9836061000823975,D28-2_28
54,0.8657603859901428,D28-2_29
55,1.1666796207427979,D28-2_37
56,1.1742897033691406,D28-2_38
57,0.8916170597076416,D28-2_39
58,1.0120471715927124,D28-2_40
59,1.231868028640747,D28-2_41
60,0.6907815933227539,D28-2_42
61,0.527856171131134,D28-2_43
62,1.2808200120925903,D28-2_49
63,0.5683750510215759,D28-2_51
64,0.5884627103805542,D28-2_52
65,1.2090904712677002,D28-2_53
66,0.9387568831443787,D28-2_61
67,0.667307436466217,D28-2_63
68,1.679763674736023,D28-2_64
69,0.9936423301696777,D28-2_65
70,3.993431806564331,D28-2_66
71,1.6938098669052124,D28-2_68
72,0.9584957957267761,D28-2_73
73,0.865852952003479,D28-2_74
74,1.7272653579711914,D28-2_75
75,3.018002986907959,D28-2_76
76,1.0080835819244385,D28-2_78
77,3.993431806564331,D28-2_79
78,1.1263378858566284,D28-2_85
79,0.884218692779541,D28-2_86
80,0.7002886533737183,D28-2_87
81,0.9904348254203796,D28-2_89
82,1.2052561044692993,D28-2_90
83,0.7904506921768188,D28-2_91
84,2.8589842319488525,D28-3_1
85,0.4042208790779114,D28-3_3
86,1.022578477859497,D28-3_4
87,0.7529022097587585,D28-3_5
88,0.6368964314460754,D28-3_6
89,0.48370158672332764,D28-3_7
90,0.47683122754096985,D28-3_8
91,0.9716026186943054,D28-3_13
92,0.5047333836555481,D28-3_14
93,0.43195903301239014,D28-3_15
94,0.47842538356781006,D28-3_16
95,3.993431806564331,D28-3_17
96,0.5466118454933167,D28-3_18
97,0.7885388135910034,D28-3_25
98,0.8162773847579956,D28-3_26
99,0.9153740406036377,D28-3_27
100,0.806203305721283,D28-3_28
101,1.1761640310287476,D28-3_29
102,0.4461597800254822,D28-3_30
103,1.2583805322647095,D28-3_31
104,0.9095407128334045,D28-3_37
105,0.4269067645072937,D28-3_38
106,0.8543188571929932,D28-3_40
107,1.273827075958252,D28-3_41
108,0.40589645504951477,D28-3_42
109,3.626828193664551,D28-3_43
110,0.8343684077262878,D28-3_44
111,1.5942940711975098,D28-3_49
112,1.5738917589187622,D28-3_50
113,0.854316771030426,D28-3_51
114,0.9065003991127014,D28-3_52
115,0.8513139486312866,D28-3_53
116,0.7520138621330261,D28-3_54
117,0.8743242621421814,D28-3_55
118,1.330216646194458,D28-3_61
119,1.5851263999938965,D28-3_62
